student_id,course_id,rating
3176,a-programar,5
4342,a-programar,5
2807,a-programar,5
538,a-programar,5
1842,a-programar,5
2456,a-programar,5
525,a-programar,5
2951,a-programar,5
4132,a-programar,5
4781,a-programar,5
4116,a-programar,5
2369,a-programar,5
3848,a-programar,4
4496,a-programar,4
2702,a-programar,5
972,a-programar,5
1167,a-programar,5
4930,a-programar,5
2775,a-programar,5
1983,a-programar,5
854,a-programar,5
4147,a-programar,4
3737,a-programar,5
3770,a-programar,5
575,a-programar,5
3262,a-programar,5
1149,a-programar,5
1716,a-programar,5
4778,a-programar,5
4934,a-programar,5
3855,a-programar,5
2492,a-programar,5
2661,a-programar,5
3125,a-programar,5
3052,a-programar,5
5,a-programar,5
4870,a-programar,5
877,a-programar,5
992,a-programar,5
4143,a-programar,5
4365,a-programar,5
4466,a-programar,5
636,a-programar,4
1694,a-programar,5
1683,a-programar,5
4753,a-programar,5
120,a-programar,5
831,a-programar,5
3676,a-programar,5
1370,a-programar,4
741,a-programar,3
117,a-programar,5
2839,a-programar,4
1151,a-programar,5
1932,a-programar,5
1013,a-programar,5
1665,a-programar,5
1082,a-programar,4
4730,a-programar,5
513,a-programar,4
2850,a-programar,5
560,a-programar,5
3673,a-programar,4
4584,a-programar,5
4993,a-programar,5
3344,a-programar,5
4071,a-programar,5
4800,a-programar,4
1471,a-programar,5
581,a-programar,5
2295,a-programar,5
3148,a-programar,5
4250,a-programar,5
1680,a-programar,5
3507,a-programar,5
2745,a-programar,5
3357,a-programar,5
4046,a-programar,5
1244,a-programar,5
3119,a-programar,4
2142,a-programar,5
3060,a-programar,5
4549,a-programar,3
2960,a-programar,4
2266,a-programar,5
2480,a-programar,5
4647,a-programar,5
1636,a-programar,5
1758,a-programar,5
4453,a-programar,5
2071,a-programar,5
2850,a-programar,5
3252,a-programar,5
3731,a-programar,5
2490,a-programar,5
1632,a-programar,5
2817,a-programar,5
1016,a-programar,5
1349,a-programar,5
4612,a-programar,5
3088,a-programar,5
2840,a-programar,5
336,a-programar,5
4593,a-programar,2
896,a-programar,5
3547,a-programar,5
852,a-programar,5
1688,a-programar,5
1932,a-programar,5
3747,a-programar,5
2428,a-programar,5
1569,a-programar,5
4001,a-programar,5
2739,a-programar,5
3499,a-programar,4
3914,a-programar,5
1067,a-programar,5
4381,a-programar,5
2445,a-programar,5
4108,a-programar,4
3374,a-programar,5
3970,a-programar,4
2547,a-programar,5
754,a-programar,5
2083,a-programar,3
2775,a-programar,5
2897,a-programar,5
4186,a-programar,5
776,a-programar,5
1626,a-programar,5
3070,a-programar,5
418,a-programar,5
115,a-programar,5
617,a-programar,5
3975,a-programar,5
3268,a-programar,5
826,a-programar,5
1517,a-programar,5
3147,a-programar,5
413,a-programar,5
729,a-programar,4
3349,a-programar,5
2809,a-programar,5
676,a-programar,5
3466,a-programar,5
2505,a-programar,5
2968,a-programar,5
2787,a-programar,5
1123,a-programar,4
4080,a-programar,5
1572,a-programar,5
2144,a-programar,5
1688,a-programar,5
4133,a-programar,5
3852,a-programar,5
3441,a-programar,5
3767,a-programar,5
2327,a-programar,4
2915,a-programar,5
4969,a-programar,5
3953,a-programar,5
596,a-programar,5
729,a-programar,5
1366,a-programar,5
4493,a-programar,5
699,a-programar,4
396,a-programar,5
4172,a-programar,4
4361,a-programar,5
2503,a-programar,5
1820,a-programar,5
718,a-programar,5
2783,a-programar,5
4947,a-programar,5
3578,a-programar,5
144,a-programar,5
4981,a-programar,5
3141,a-programar,5
4492,a-programar,5
2939,a-programar,5
3637,a-programar,5
3223,a-programar,5
1168,a-programar,5
2617,a-programar,4
1063,a-programar,5
2157,a-programar,5
2983,a-programar,5
3295,a-programar,4
4730,a-programar,5
1157,a-programar,5
733,a-programar,5
4331,a-programar,5
4847,a-programar,5
954,a-programar,5
2540,a-programar,5
3325,a-programar,5
3302,a-programar,5
1543,a-programar,3
1192,a-programar,5
2994,a-programar,5
2682,a-programar,4
1218,a-programar,5
1541,a-programar,4
3237,a-programar,5
2387,a-programar,5
3720,a-programar,5
1389,a-programar,5
1857,a-programar,5
1366,a-programar,5
500,a-programar,4
1681,a-programar,5
511,a-programar,5
4313,a-programar,5
1325,a-programar,5
1156,a-programar,5
1828,abdomen-anatomy,5
3142,abdomen-anatomy,5
3487,abdomen-anatomy,5
1811,abdomen-anatomy,5
2924,abdomen-anatomy,3
2215,abdomen-anatomy,5
4187,abdomen-anatomy,5
714,abdomen-anatomy,4
3603,abdomen-anatomy,5
4135,abdomen-anatomy,5
3523,abdomen-anatomy,5
4269,abdomen-anatomy,5
4749,abdomen-anatomy,5
4850,abdomen-anatomy,5
1244,abdomen-anatomy,4
3710,abdomen-anatomy,5
1082,abdomen-anatomy,5
456,abdomen-anatomy,5
4925,abdomen-anatomy,5
895,abdomen-anatomy,5
1385,abdomen-anatomy,5
1959,abdomen-anatomy,5
3073,abdomen-anatomy,5
1997,abdomen-anatomy,5
4286,abdomen-anatomy,1
505,abdomen-anatomy,5
1215,abdomen-anatomy,4
1532,abdomen-anatomy,5
3441,abdomen-anatomy,5
824,abdomen-anatomy,5
929,abdomen-anatomy,5
134,abdomen-anatomy,5
2106,abdomen-anatomy,5
3628,abdomen-anatomy,1
4781,abdomen-anatomy,5
1853,abdomen-anatomy,4
4911,abdomen-anatomy,5
4176,abdomen-anatomy,5
2934,abdomen-anatomy,5
3285,abdomen-anatomy,4
4299,abdomen-anatomy,4
2812,abdomen-anatomy,5
1251,abdomen-anatomy,5
3513,abdomen-anatomy,5
1257,abdomen-anatomy,5
3377,abdomen-anatomy,5
3487,abdomen-anatomy,5
3585,abdomen-anatomy,5
1397,abdomen-anatomy,5
3638,abdomen-anatomy,5
3331,ableton-live,5
2704,ableton-live,5
471,ableton-live,5
1354,ableton-live,3
2784,ableton-live,5
2832,ableton-live,5
358,ableton-live,5
3020,ableton-live,4
668,ableton-live,5
4469,ableton-live,4
1146,ableton-live,5
4186,ableton-live,5
3720,ableton-live,4
2746,ableton-live,5
540,ableton-live,5
2780,ableton-live,5
4965,ableton-live,5
4137,ableton-live,5
4836,ableton-live,5
3776,ableton-live,4
2509,ableton-live,5
2780,ableton-live,5
925,ableton-live,5
2957,ableton-live,4
1582,ableton-live,5
3325,ableton-live,4
4486,ableton-live,5
256,ableton-live,5
4805,ableton-live,5
1839,ableton-live,4
1945,ableton-live,5
10,ableton-live,1
2872,ableton-live,5
798,ableton-live,5
4973,ableton-live,5
1016,ableton-live,5
1825,ableton-live,5
4470,ableton-live,5
3137,ableton-live,4
2194,ableton-live,5
224,ableton-live,5
4949,ableton-live,5
4159,ableton-live,5
3926,ableton-live,4
4785,ableton-live,5
4001,ableton-live,4
1634,ableton-live,5
2153,ableton-live,5
511,ableton-live,5
385,ableton-live,5
405,ableton-live,5
4614,ableton-live,5
4572,ableton-live,5
2001,ableton-live,5
2757,ableton-live,5
1669,ableton-live,5
1461,ableton-live,4
3637,ableton-live,5
2725,ableton-live,4
4810,ableton-live,5
4179,ableton-live,1
2049,ableton-live,4
4147,ableton-live,5
4781,ableton-live,5
717,ableton-live,5
4545,ableton-live,5
4977,ableton-live,5
4584,ableton-live,5
1824,ableton-live,5
2082,ableton-live,5
3420,ableton-live,5
1575,ableton-live,5
250,ableton-live,3
674,ableton-live,5
4534,ableton-live,5
2166,ableton-live,5
771,ableton-live,5
3963,ableton-live,5
4364,ableton-live,5
1985,ableton-live,5
1078,ableton-live,4
236,ableton-live,5
389,ableton-live,5
3038,ableton-live,5
4859,ableton-live,4
1849,ableton-live,5
4720,ableton-live,4
2815,ableton-live,5
3375,ableton-live,5
3279,ableton-live,5
1253,ableton-live,5
3982,ableton-live,5
4674,ableton-live,5
2123,ableton-live,5
4531,ableton-live,5
2151,ableton-live,5
4860,ableton-live,4
1330,ableton-live,5
1359,ableton-live,5
2483,ableton-live,5
4543,ableton-live,5
2018,ableton-live,5
1332,ableton-live,5
4345,ableton-live,5
4262,ableton-live,5
1359,ableton-live,5
4638,ableton-live,5
4855,ableton-live,5
3178,ableton-live,5
2129,ableton-live,5
2181,ableton-live,5
4893,ableton-live,5
138,ableton-live,5
3473,ableton-live,5
2833,ableton-live,5
3580,ableton-live,5
3032,ableton-live,5
4165,ableton-live,5
2594,ableton-live,5
4301,ableton-live,5
3819,ableton-live,5
4139,ableton-live,5
3824,ableton-live,4
4043,ableton-live,4
1907,ableton-live,5
761,ableton-live,5
3446,ableton-live,5
900,ableton-live,5
4456,ableton-live,5
2948,ableton-live,4
1720,ableton-live,5
281,ableton-live,3
3267,ableton-live,5
1888,ableton-live,5
3267,ableton-live,5
667,ableton-live,5
4189,ableton-live,5
672,ableton-live,5
1970,ableton-live,5
4157,ableton-live,5
3123,ableton-live,5
4700,ableton-live,5
4778,ableton-live,4
3901,ableton-live,5
524,ableton-live,4
2394,ableton-live,5
3118,ableton-live,5
2594,ableton-live,4
1969,ableton-live,5
1754,ableton-live,5
2297,ableton-live,5
2262,ableton-live,5
2287,ableton-live,5
4203,ableton-live,5
2879,ableton-live,4
4144,ableton-live,4
3645,ableton-live,5
4433,ableton-live,5
2056,ableton-live,5
4721,ableton-live,5
1277,ableton-live,4
2767,ableton-live,5
303,ableton-live,5
639,ableton-live,5
56,ableton-live,5
4822,ableton-live,5
526,ableton-live,5
4570,ableton-live,5
4124,ableton-live,5
2126,ableton-live,5
3288,ableton-live,4
365,ableton-live,5
4622,ableton-live,5
4979,ableton-live,5
1647,ableton-live,5
919,ableton-live,5
2798,ableton-live,5
1532,ableton-live,5
3346,ableton-live,5
1907,ableton-live,4
3087,ableton-live,4
4581,ableton-live,5
2076,ableton-live,5
714,ableton-live,5
1063,ableton-live,5
1977,ableton-live,5
1297,ableton-live,5
126,ableton-live,5
4633,aboriginal-education,5
3597,aboriginal-education,4
3284,aboriginal-education,5
1604,aboriginal-education,5
67,aboriginal-education,5
233,aboriginal-education,5
2157,academic-discussion-english,5
1170,academic-discussion-english,5
2159,academic-discussion-english,5
4207,academic-literacy,3
1494,academic-literacy,5
4719,academic-literacy,5
4008,academic-literacy,5
2473,academic-literacy,5
2661,academic-literacy,5
2740,academic-literacy,5
1762,academic-literacy,5
3515,academic-literacy,5
1976,academic-literacy,5
2363,academic-literacy,5
877,academic-writing-capstone,5
3813,academic-writing-capstone,5
3449,academic-writing-capstone,4
1313,academic-writing-capstone,5
1461,academic-writing-capstone,2
2710,academic-writing-capstone,5
2325,academic-writing-capstone,5
1734,academic-writing-capstone,5
1606,academic-writing-capstone,5
2564,academic-writing-capstone,5
3422,academic-writing-capstone,5
3518,academicinfoseek,5
2398,academicinfoseek,5
3736,academicinfoseek,5
2871,academicinfoseek,5
1161,academicinfoseek,4
4855,academicinfoseek,4
243,academicinfoseek,4
2591,academicinfoseek,1
1064,academicinfoseek,5
4325,academicinfoseek,5
2596,academicinfoseek,4
920,academicinfoseek,4
6,academicinfoseek,5
468,academicinfoseek,5
4171,academicinfoseek,4
4,academicinfoseek,5
646,academicinfoseek,5
118,academicinfoseek,5
2929,academicinfoseek,5
2552,academicinfoseek,5
4290,academicinfoseek,5
847,academicinfoseek,4
2763,academicinfoseek,5
1142,academicinfoseek,4
1811,academicinfoseek,4
724,accounting-analytics,5
225,accounting-analytics,4
4628,accounting-analytics,5
4209,accounting-analytics,1
4655,accounting-analytics,5
2049,accounting-analytics,5
4750,accounting-analytics,5
4416,accounting-analytics,4
1574,accounting-analytics,4
1829,accounting-analytics,1
1918,accounting-analytics,5
4235,accounting-analytics,3
2027,accounting-analytics,4
3745,accounting-analytics,5
902,accounting-analytics,5
4786,accounting-analytics,5
2040,accounting-analytics,2
10,accounting-analytics,5
261,accounting-analytics,5
1674,accounting-analytics,3
2220,accounting-analytics,5
2061,accounting-analytics,4
3714,accounting-analytics,5
1620,accounting-analytics,4
321,accounting-analytics,2
1343,accounting-analytics,2
2377,accounting-analytics,2
2833,accounting-analytics,5
2825,accounting-analytics,4
1995,accounting-analytics,5
2959,accounting-analytics,5
2039,accounting-analytics,3
3491,accounting-analytics,5
3678,accounting-analytics,4
1119,accounting-analytics,5
1605,accounting-analytics,5
4028,accounting-analytics,5
236,accounting-analytics,5
1970,accounting-analytics,5
4430,accounting-analytics,5
1909,accounting-analytics,4
376,accounting-analytics,5
3531,accounting-analytics,5
2636,accounting-analytics,4
1571,accounting-analytics,5
2561,accounting-analytics,4
3392,accounting-analytics,1
2966,accounting-analytics,5
3644,accounting-analytics,5
3851,accounting-analytics,4
873,accounting-analytics,4
1253,accounting-analytics,1
1315,accounting-analytics,5
4821,accounting-analytics,5
2899,accounting-analytics,4
78,accounting-analytics,5
2622,accounting-analytics,5
4228,accounting-analytics,5
601,accounting-analytics,5
1066,accounting-analytics,5
2137,accounting-analytics,5
2450,accounting-analytics,3
2344,accounting-analytics,5
1864,accounting-analytics,4
1319,accounting-analytics,4
4712,accounting-analytics,5
3598,accounting-analytics,5
3763,accounting-analytics,4
4671,accounting-analytics,5
2191,accounting-analytics,5
993,accounting-analytics,5
2713,accounting-analytics,5
2193,accounting-analytics,5
1249,accounting-analytics,5
3055,accounting-analytics,4
4599,accounting-analytics,5
4034,accounting-analytics,5
1998,accounting-analytics,5
4917,accounting-analytics,4
3688,accounting-analytics,3
2152,accounting-analytics,5
4019,accounting-analytics,5
3111,accounting-analytics,5
1971,accounting-analytics,5
198,accounting-analytics,3
2627,accounting-analytics,3
1203,accounting-analytics,2
2036,accounting-analytics,4
478,accounting-analytics,4
1255,accounting-analytics,5
923,accounting-analytics,5
420,accounting-analytics,5
2205,accounting-analytics,5
2598,accounting-analytics,4
1121,accounting-analytics,3
3069,accounting-analytics,5
951,accounting-analytics,4
2337,accounting-analytics,5
2244,accounting-analytics,1
2646,accounting-analytics,4
1858,accounting-analytics,5
4613,accounting-analytics,3
1866,accounting-analytics,5
2913,accounting-analytics,5
2854,accounting-analytics,4
4911,accounting-analytics,5
3229,accounting-analytics,5
3720,accounting-analytics,1
3229,accounting-analytics,1
2372,accounting-analytics,5
2892,accounting-analytics,5
3757,accounting-analytics,5
4226,accounting-analytics,4
95,accounting-analytics,4
2675,accounting-analytics,5
1956,accounting-analytics,5
794,accounting-analytics,5
1835,accounting-analytics,5
2117,accounting-analytics,5
4107,accounting-analytics,4
3326,accounting-analytics,5
2920,accounting-analytics,4
2598,accounting-analytics,4
3206,accounting-analytics,4
4808,accounting-analytics,5
815,accounting-analytics,2
346,accounting-analytics,5
2350,accounting-analytics,5
363,accounting-analytics,5
2444,accounting-analytics,4
2266,accounting-analytics,5
2189,accounting-analytics,5
3006,accounting-analytics,5
3282,accounting-analytics,5
985,accounting-analytics,5
1640,accounting-analytics,5
828,accounting-analytics,4
2731,accounting-analytics,5
3532,accounting-analytics,5
4452,accounting-analytics,4
2936,accounting-analytics,5
3877,accounting-analytics,3
127,accounting-analytics,5
3178,accounting-analytics,2
3057,accounting-analytics,4
604,accounting-analytics,4
3450,accounting-analytics,5
4147,accounting-analytics,4
3534,accounting-analytics,4
3368,accounting-analytics,5
3369,accounting-analytics,3
3798,accounting-analytics,5
1793,accounting-analytics,5
2862,accounting-analytics,5
3477,accounting-analytics,5
3418,accounting-analytics,5
1646,accounting-analytics,5
1206,accounting-analytics,5
3031,accounting-analytics,4
2873,accounting-analytics,5
3073,accounting-analytics,5
1855,accounting-analytics,5
4022,accounting-analytics,3
4663,accounting-analytics,3
2709,accounting-analytics,5
3503,accounting-analytics,5
1333,accounting-analytics,5
202,accounting-analytics,5
3508,accounting-analytics,5
4213,accounting-analytics,5
575,accounting-analytics,4
537,accounting-analytics,4
1626,accounting-finance,4
2123,accounting-finance,5
386,accounting-finance,4
3282,accounting-for-managers,4
475,accounting-for-managers,4
418,accounting-for-managers,5
3601,accounting-for-managers,5
955,accounting-for-managers,5
4972,accounting-for-managers,5
4859,accounting-for-managers,5
1206,accounting-for-managers,5
4760,accounting-for-managers,2
4121,accounting-for-managers,5
1991,accounting-for-managers,5
4806,accounting-for-managers,5
3573,accounting-for-managers,5
4381,accounting-for-managers,5
4159,accounting-for-managers,5
4758,accounting-for-managers,4
2714,accounting-for-managers,5
2204,accounting-for-managers,4
3121,accounting-for-managers,2
967,accounting-for-managers,3
4945,accounting-for-managers,5
3433,accounting-for-managers,5
689,accounting-for-managers,5
4244,accounting-for-managers,5
3702,activism-social-movements,5
342,activism-social-movements,4
1725,activismo-movimientos-sociales,5
4423,addiction-and-the-brain,5
1793,addiction-and-the-brain,5
1760,addiction-and-the-brain,5
3213,addiction-and-the-brain,5
990,addiction-and-the-brain,5
2263,addiction-and-the-brain,5
2483,addiction-and-the-brain,5
952,addiction-and-the-brain,5
723,addiction-and-the-brain,5
3390,addiction-and-the-brain,5
2080,addiction-and-the-brain,5
2718,addiction-and-the-brain,5
2333,addiction-and-the-brain,2
3377,addiction-and-the-brain,5
4525,addiction-and-the-brain,3
1501,addiction-and-the-brain,5
286,addiction-and-the-brain,2
3496,addiction-and-the-brain,5
2066,addiction-and-the-brain,5
769,addiction-and-the-brain,4
3058,addiction-and-the-brain,4
4290,addiction-and-the-brain,5
2162,addiction-and-the-brain,5
3294,addiction-and-the-brain,5
947,addiction-and-the-brain,4
4927,addiction-and-the-brain,4
3336,addiction-and-the-brain,5
4151,addiction-and-the-brain,5
4896,addiction-and-the-brain,4
4874,addiction-and-the-brain,4
1482,addiction-and-the-brain,5
1902,addiction-and-the-brain,5
3452,addiction-and-the-brain,4
4065,addiction-and-the-brain,4
55,addiction-and-the-brain,5
1824,addiction-and-the-brain,1
3463,addiction-and-the-brain,5
3080,addiction-and-the-brain,5
833,addiction-and-the-brain,5
4409,addiction-and-the-brain,5
2807,addiction-and-the-brain,5
2491,addiction-and-the-brain,4
328,addiction-and-the-brain,4
3311,addiction-and-the-brain,5
3301,addiction-and-the-brain,5
3676,addiction-and-the-brain,1
3055,addiction-and-the-brain,5
2144,addiction-and-the-brain,3
1312,addiction-and-the-brain,5
3192,addiction-and-the-brain,5
2539,addiction-and-the-brain,3
3984,addiction-and-the-brain,3
4548,addiction-and-the-brain,5
165,addiction-and-the-brain,4
4278,addiction-and-the-brain,5
823,addiction-and-the-brain,5
944,addiction-and-the-brain,4
4426,addiction-and-the-brain,5
775,addiction-and-the-brain,1
2199,addiction-and-the-brain,5
3157,addiction-and-the-brain,5
4243,addiction-and-the-brain,5
3696,addiction-and-the-brain,3
3453,addiction-and-the-brain,5
915,addiction-and-the-brain,5
1309,addiction-and-the-brain,1
4178,addiction-and-the-brain,4
514,addiction-and-the-brain,5
1921,addiction-and-the-brain,4
3595,addiction-and-the-brain,5
4842,addiction-and-the-brain,5
1410,addiction-and-the-brain,5
4803,addiction-and-the-brain,3
4567,addiction-and-the-brain,5
3191,addiction-and-the-brain,5
4492,addiction-and-the-brain,5
1556,addiction-and-the-brain,5
805,addiction-and-the-brain,5
1280,addiction-and-the-brain,1
3578,addiction-and-the-brain,5
2902,addiction-and-the-brain,5
1388,addiction-and-the-brain,4
4689,addiction-and-the-brain,3
2762,addiction-and-the-brain,5
2680,addiction-and-the-brain,5
2107,addiction-and-the-brain,5
4224,addiction-and-the-brain,5
4832,addiction-and-the-brain,5
2769,addiction-and-the-brain,1
3954,addiction-and-the-brain,5
3187,addiction-and-the-brain,5
3281,addiction-and-the-brain,5
2574,addiction-and-the-brain,2
4617,addiction-and-the-brain,5
2600,addiction-and-the-brain,5
4034,addiction-and-the-brain,4
237,addiction-and-the-brain,5
1305,addiction-and-the-brain,5
3431,addiction-and-the-brain,5
1302,addiction-and-the-brain,5
2542,addiction-and-the-brain,3
2052,addiction-and-the-brain,3
442,addiction-and-the-brain,5
2077,addiction-and-the-brain,5
